@relation sortaGarbia-weka.filters.unsupervised.attribute.Remove-R3-4

@attribute Topic {twitter,google,apple,microsoft}
@attribute Sentiment {negative,positive,neutral,irrelevant}
@attribute TweetText string

@data
google,positive,'want Google Nexus Samsung Galaxy'
microsoft,irrelevant,'Así como creen que las computadoras solo funcionan con Microsoft Windows'
apple,negative,'Siri has worked for me less than of the time If service doesnt improve by Monday Im returning my iPhone S'
twitter,irrelevant,'HABER FACEBOOK por que no entretienes a tu gente para que ya no se nos vaya TWITTER tanta plebe'
google,irrelevant,'google yahoo bing Lessons Learned Running an SEO Agency seo serps'
google,neutral,'Android Google Ice Cream Sandwich SDK now available DhilipSiva'
google,neutral,'Android Google Official Galaxy Nexus Site Goes Live Highlights Ice Cream Sandwich And Galaxy Nexus DhilipSiva'
apple,negative,'Well seems b screwing iphone s resellars They still dont have s Yet were promised Similar Ma Bells monopolistic prctices'
apple,negative,'Terrible customer service at Los Gatos Why do I have to pay for a bad home button on my iPhone'
apple,irrelevant,'MobileMe iCloud AppleID cómo sobrevivir a la transición de las cuentas de'
twitter,neutral,'tweets milestone twitter'
google,neutral,'Samsung Galaxy Nexus is now confirmed googlenews mobile androidicecreamsandwich google'
google,neutral,'RT iPadPowerUsersOn Google then go here GPlus Googleplus Google teamfollowback socialnetwork'
google,irrelevant,'RT Widgets redimensionnables aussi google nexusprime'
twitter,neutral,'Things that heatmeup when people put the on facebookposts when they dont even have a twitter getaclue'
twitter,neutral,'Its always on this Twitter shit doe'
microsoft,neutral,'Congrats to the big winners of the Get certifiedGet happy Sweepstakes EZ logingtContestsgtWinners Microsoft'
twitter,irrelevant,'pues bienvenida vas a ver que pronto le encontraras sentido es la onda el twitter'
microsoft,neutral,'Microsoft Cloud Microsoft Capture the Cloud through the Rookie Veteran and AllStar tiers provid TCN'
google,irrelevant,'android beam google android'
google,irrelevant,'Possibilité de ne sélectionner quune période et savoir pour chaque app combien de data a été utilisé google nexusprime'
microsoft,neutral,'Microsoft tests and proves AppSense enterprise scalability K users on one personalization DB'
microsoft,irrelevant,'Nos vidéos de Batman Arkham City sony microsoft buzz'
twitter,neutral,'U cant see who RTed Ur stuff this is because of twitter censorship Jeez people Its binaryfaires teaching your vain ass a lesson'
microsoft,neutral,'Glad to hear Hey thank you for the Microsoft Lync video participation onthebigscreen CoreAppTech'
apple,neutral,'its kinda sad thats the most relevant tweet Ive seen today Or kinda awesome Im not sure DevProblems'
twitter,positive,'Twitter TEAMO Chao'
google,positive,'When in doubt Google it'
twitter,irrelevant,'TeamFollowBack TFB MustFollow MF FollowNow FN FollowFriday FF IFB Twitter Follow IFollowBack GET A SHOUTOUT FOR FOLLOWING ME'
microsoft,irrelevant,'RT Veeam Software presenteert nworks Management Pack voor Microsoft System Center'
google,neutral,'The Perks of Working at Google Facebook Twitter and More INFOGRAPHIC sm socialmedia'
microsoft,irrelevant,'RT Nuevo Microsoft PocketTouch para usar el telefono sin sacarlo del bolsillo'
twitter,irrelevant,'Hoy si es hora de dormir twitterfacebookOFF'
apple,negative,'needs to hurry up and release iTunesMatch'
twitter,neutral,'It may be a little much Haha droptheknife and add to the picture like on your Twitter account growuppeterpan'
microsoft,irrelevant,'Bonsoir toutes Tous voici le liien vers la rubrique Microsoft du Paper daujourdhui Des Trucs Impressionnant'
apple,neutral,'iPhone S First Weekend Sales Top Four Million via'
apple,neutral,'please provide support for a Bangla keyboard in iOS It would make the life of many Bengali iOS users easier iphone'
microsoft,neutral,'microsoft edu UD School Board seats up for grabs Delaware County Daily Times'
twitter,neutral,'groupies follow me like twitterlol jk'
google,neutral,'The better question is if and when current devices will get the update Android Google IceCreamSandwich'
google,positive,'Google Samsung Galaxy Nexus ICS press release is now done Ill go back to my regular tweeting intervals now I WANT IT'
twitter,irrelevant,'RT La famosa frase ME LO DIJO UN PAJARITO ya tiene sentido gracias a Twitter'
twitter,neutral,'Twitter Buzz Builds for the Occupy Wall Street Movement CHARTS SocialMedia SMM'
twitter,neutral,'I know You my only compo we be reppin twitter'
apple,irrelevant,'En la tienda de WoooooW Que legado dejaste SteveJobs iAdmire U Está Repletoooo iFull LOL'
google,neutral,'Amazes me I set up a GMail address and have yet to use it even once and its getting a ton of spam Google'
apple,irrelevant,'O itunes acaba de me avisar q esta disponível a verso pra atualizar meu Iphone Como no cair de amores pela e SteveJobs'
twitter,neutral,'Its So Funny Because She Got A Twitter Now Lol'
google,irrelevant,'Tendremos nueva interfaz de google calendar'
google,neutral,'Ballmer Of The Time Google Bing Are The Same So Try Bing'
microsoft,negative,'Wilth Accessibility mode on in SharePoint it seems that Workflows sometimes do not start automatically SP Workflow Microsoft'
microsoft,irrelevant,'Un vistazo a Windows Server Microsoft'
twitter,neutral,'According to twitter I have the same amount of followers as followees notgoingtolast'
twitter,irrelevant,'Que bacano hermanita que estés en la honda del Twitter'
microsoft,neutral,'Microsoft announces official SQL Server driver for Linux SqlServer'
twitter,negative,'RT i better be able to see my RTs tomorrow twitter and tell that lil blue ass bird cont'
google,positive,'Oh yeah Im in I want one now Google really did a great job ICS'
apple,positive,'Come to the dark side Hey if you send me a free iPhone I will publicly and ceremoniously burn my BlackBerry'
twitter,neutral,'Twitter OFF'
twitter,neutral,'Put your twitter on autopilot and let it gain followers for you TeamFollowBack Twitter autopilot aday'
google,irrelevant,'Trs plaisante cette mise jour dAndroid En espérant que cela stimulera Apple nous pondre du nouveau Google icecreamsandwich'
microsoft,negative,'Update Microsoft MS Critical Vulnerability in NET Framework and Microsoft Silverlight Could Allow R'
microsoft,neutral,'TODAY Come along to Microsoft Office ECDL Open Evening at Pitman Training Cheltenham from pm to pm'
microsoft,irrelevant,'microsoft Grupo Confidence troca software livre por plataforma Microsoft windows tecnologia'
apple,neutral,'done that buddy just surprised that theres no option from if you turn it back on it brings back the pics u delete'
twitter,negative,'So im about to make another twitter account since this one fucked up'
apple,positive,'The strangest things Siri has said so far I am SOOO glad that gave Siri a sense of humor via'
microsoft,irrelevant,'Voor die links van Martin Microsoft zijn QR codes dan weer wel handig in een publiek zoals dit althans AUGNL'
microsoft,negative,'Unmindful Ballmer collects half a billion doesnt say thank you android google microsoft'
microsoft,neutral,'Microsoft drops developer preview of its Roslyn compiler uncategorized'
google,neutral,'Online Music Industry is witnessing the astounding revolution Can Google manage to seal the supreme console'
apple,neutral,'Just had a look on eBay for iPhone s and some have bids at well over some gb white they are delivered'
apple,negative,'could lion please integrate vertical spaces in mission control this horizontal business is making me nauseous'
microsoft,irrelevant,'Zeer enthousiaste reacties op bedrijfsbezoek aan Microsoft voor de interim secretaresse dank Kelly en Brigitte voor de goede ontvangst'
google,neutral,'Is Google Analytics ReverseEngineering Facebook google facebook media digitalstrategy'
twitter,neutral,'Yu cant answer But yu can b on Fb Nd Twitter'
microsoft,irrelevant,'lt en je moet nog technischer zijn om Windows stabiel te krijgen Pikkie Balmer microsoft dommemensen'
twitter,neutral,twitter
microsoft,neutral,'Doesnt Microsoft Researchs new touch technology resemble a lot the one developed by Pranav Mistry in'
google,irrelevant,'samsung google galaxy nexus autofollow'
apple,negative,'RT Lies the battery on this new iPhoneS is definitely not any better'
microsoft,neutral,'Nokia Searay Windows Phone press shots leak microsoft windows'
google,neutral,'Android SDK now available google android'
microsoft,irrelevant,'Mooie mogelijkheden met Microsoft Surface Volgende stap concept naar consument'
apple,negative,'Interesting now requires you to have a reservation apple iphone S'
microsoft,neutral,'microsoft PeopleCentric Windows Phone Update Released'
twitter,neutral,'Somebody help me Is apple not on Twitter That seems very weird apple twitter'
apple,positive,'has changed life'
google,neutral,'ai google ai samsung'
apple,positive,'I love service My case has cracked x and I go in and they hand me a case and I walk out'
microsoft,neutral,'Microsoft wants to transform your hand into a touchscreen via'
google,irrelevant,'buscalo en googlepersona qe se comen a los conejos D'
apple,neutral,'Good or Bad results for Depends on who you ask apparently'
google,neutral,'SEO Tip javascript can be a friend an enemyUse it wisely to block the content u want google bing yahoo'
google,irrelevant,'Les annonces se suivent et sont toutes super pratiques ics android google'
apple,neutral,'Ya hoo sells million iPhone S in days via AAPL'
twitter,negative,'I hate twitter right now'
twitter,positive,'Dear Twitter I fucking missed you today gtgt internet was down'
twitter,neutral,'Why everytime I spazz on twitter yall think some chick done hurt my feelingsI aint w Annette no more Lol'
microsoft,neutral,'There is a chance Microsoft and Mobile'
microsoft,neutral,'Pinball FX offers free Paranormal table starting next Wednesday microsoft pinballfx'
microsoft,irrelevant,'RT Lo último y lo mejor de Windows todo en un único lugar windows microsoft'
twitter,negative,'Anyone else having trouble with the iPad twitter app not updating s I get notified but cant see them in the app'
google,neutral,'Did Facebook Just Beat Google At Its Own Game socialmedia'
apple,positive,'At the bus with my iPhone thxx'
apple,negative,'oh and prolly ganna be late to work bc has screwed me and my phone has my only alarm on it'
google,irrelevant,'android beam Android Google'
twitter,neutral,'me podrian dar el face o twitter del chavito qe siempre traee lentess transparentes le dicn chicken little x fiiss'
microsoft,negative,'If Apple came out with gaming console ala Xbox that blew the current players out of water Microsoft and Sony would be in trouble'
microsoft,neutral,'RT Microsofts supplier sustainability movement the effect it could have on plastics companies'
twitter,neutral,'mann u can have ah olelady but them hoes for everybody son I been doin dis u stop catchin feelings its twitter'
microsoft,irrelevant,'Microsoft ofrece un sistema de codificación MicrosoftTag'
google,positive,'hahaha integrated data usage manager in sucha brilliant way sleek design superb and Im only watching videos LOL Google'
twitter,irrelevant,'oh kita anak baru ni ya ceritanya di twitter ni'
microsoft,neutral,'RT HoloDesk Microsoft unveils technology thats one step closer to humandigital interaction hardware'
microsoft,irrelevant,'microsoft Steve Ballmer CEO da Microsoft critica usabilidade do Android windows tecnologia'
apple,positive,'by far the best iPod and first time iPhone ever Good job guys'
apple,irrelevant,'Hello you are find Mesh Jacket Motorcycle Our site have more Mesh'
google,neutral,'Im thinking seriously to make my own page in wikipedia just to find myself in google'
twitter,neutral,'Ill never forget the day we met or how we kissed the first time I met you on twitter and I havent kiss you yet p'
twitter,irrelevant,'RT des plus grandes villes de France nont pas de compte twitter cc'
microsoft,irrelevant,'RT Skype ya es parte de Microsoft'
apple,neutral,'Win an iPod Touch from get the Hello World Baby Memories App PampersHelloApps'
twitter,neutral,'We Need To Speak Sum Real Shit On Twitter'
google,irrelevant,'RT Possibilité de ne sélectionner quune période et savoir pour chaque app combien de data a été utilisé google nexusprime'
microsoft,neutral,'Occupy Microsoft nyc windows phone camp'
apple,neutral,'principal global players will be active in every market fbf publaunch'
microsoft,neutral,'Join Brainware in ORLANDO discuss financial best practices automation tech wspeakers from disney and microsoft'
apple,positive,'So I am using my work PC NEVER EVER to get a feel for it it has the worst speakers ever you have spoiled me imamac'
twitter,neutral,'RT Twitter I apologize being out of line regardless what sum does I promise remain humble keep it from public ey'
